user_id,date,product_category,price,delivery_id,location,age,gender,past_buying_history
16774,5/7/23,FACEWASH,8.29,18940,Florida,20-29,F,CHIPS
25160,7/18/23,LOTION,18.19,29771,Florida,20-29,F,CHIPS
31929,9/17/23,LOTION,23.96,38905,New Jersey,30-39,F,BODY WASH
14588,8/20/23,LOTION,19.98,34708,Florida,20-29,F,CHIPS
17463,6/3/23,FACEWASH,8.99,22960,Indiana,40-49,F,MILK
2100,1/15/23,FACEWASH,7.99,2145,Florida,20-29,F,CHIPS
19260,5/28/23,FACEWASH,7.99,22090,Florida,20-29,F,CHIPS
24392,7/11/23,LOTION,14.99,28746,Indiana,40-49,F,PACKAGED FOODS
20271,7/18/23,CREAM,26.97,29812,Florida,20-29,F,CHIPS
4081,6/12/23,FACEWASH,8.49,24334,New Jersey,30-39,F,BODY WASH
30504,9/4/23,LOTION,19.09,36966,New Jersey,30-39,F,BODY WASH
21373,6/15/23,FACEWASH,13.98,24758,Florida,20-29,F,CHIPS
23127,6/30/23,LOTION,19.92,27061,Florida,20-29,F,CHIPS
30699,9/6/23,FACEWASH,8.29,37230,New Jersey,30-39,F,BODY WASH
25763,7/23/23,CREAM,21.38,30588,Florida,20-29,F,CHIPS
9398,3/9/23,LOTION,34.74,10102,Indiana,40-49,F,MILK
27991,8/12/23,CREAM,23.39,33598,Florida,20-29,F,CHIPS
6772,6/20/23,CREAM,37.14,25602,Florida,20-29,F,FEMALE HYGIENE
15377,8/16/23,CREAM,24.38,34168,Florida,20-29,F,CHIPS
16243,8/18/23,CREAM,21.14,34492,Florida,20-29,F,CHIPS
23715,7/5/23,LOTION,17.69,27827,Indiana,40-49,F,MILK
1016,7/10/23,LOTION,19.79,28565,New Jersey,30-39,F,CONDITIONER
31245,9/11/23,FACEWASH,9.49,37964,New Jersey,30-39,F,BODY WASH
27958,8/12/23,CREAM,25.98,33562,Florida,20-29,F,CHIPS
24226,7/10/23,FACEWASH,8.99,28520,Florida,20-29,F,CHIPS
3370,7/14/23,FACEWASH,8.49,29123,New Jersey,30-39,F,BODY WASH
28523,8/17/23,LOTION,14.99,34298,Florida,20-29,F,CHIPS
24084,7/8/23,CREAM,22.99,28322,Indiana,40-49,F,PACKAGED FOODS
17101,5/10/23,FACEWASH,8.49,19366,Florida,20-29,F,CHIPS
10645,9/1/23,CREAM,26.2,36567,Florida,20-29,F,CHIPS
15681,9/5/23,LOTION,25.98,37106,Georgia,40-49,F,FROZEN MEAL
27773,8/11/23,FACEWASH,13.98,33305,Florida,20-29,F,CHIPS
10743,9/10/23,CREAM,27.98,37910,New Jersey,30-39,F,SHAMPOO
17337,9/2/23,FACEWASH,7.99,36637,Florida,20-29,F,CHIPS
11506,3/25/23,CREAM,34.58,12555,Indiana,40-49,F,MILK
30054,8/31/23,LOTION,17.18,36386,New Jersey,30-39,F,BODY WASH
854,4/11/23,FACEWASH,8.29,15025,Georgia,40-49,F,MILK
28486,8/17/23,LOTION,15.99,34285,Florida,20-29,F,CHIPS
6015,9/12/23,FACEWASH,8.49,38127,New Jersey,30-39,F,BODY WASH
32938,9/26/23,CREAM,42.28,40304,New Jersey,30-39,F,BODY WASH
22217,6/22/23,CREAM,25.39,25918,Florida,20-29,F,CHIPS
22711,6/26/23,CREAM,27.98,26507,Florida,20-29,F,CHIPS
32674,9/24/23,FACEWASH,8.49,39931,New Jersey,30-39,F,BODY WASH
21008,6/11/23,CREAM,21.14,24294,Georgia,40-49,F,MILK
19394,5/29/23,LOTION,38.34,22255,Florida,20-29,F,CHIPS
1477,7/23/23,FACEWASH,8.49,30473,Florida,20-29,F,CHIPS
14215,9/3/23,LOTION,16.18,36825,Florida,20-29,F,CHIPS
5890,7/10/23,FACEWASH,9.12,28519,Florida,20-29,F,CHIPS
29447,8/26/23,FACEWASH,9.94,35558,New Jersey,30-39,F,BODY WASH
18785,5/24/23,LOTION,38.98,21501,Florida,20-29,F,DISH SOAP
32181,9/19/23,CREAM,50.76,39252,New Jersey,30-39,F,BODY WASH
7247,2/21/23,FACEWASH,8.49,7678,Florida,20-29,F,CHIPS
32215,9/19/23,CREAM,23.39,39292,New Jersey,30-39,F,CONDITIONER
32795,9/25/23,FACEWASH,7.97,40099,Florida,20-29,F,CHIPS
24639,7/13/23,CREAM,28.78,29059,Florida,20-29,F,CHIPS
22689,6/26/23,LOTION,17.7,26482,Indiana,40-49,F,MILK
31550,9/13/23,CREAM,24.87,38383,New Jersey,30-39,F,CONDITIONER
23509,7/3/23,CREAM,24.02,27571,Indiana,40-49,F,MILK
22464,6/24/23,LOTION,16.18,26198,Georgia,40-49,F,PACKAGED FOODS
20067,9/12/23,FACEWASH,9.49,38118,New Jersey,30-39,F,BODY WASH
27050,8/4/23,LOTION,16.18,32346,Florida,20-29,F,CHIPS
30547,9/4/23,CREAM,23.98,37022,New Jersey,30-39,F,BODY WASH
20675,6/9/23,FACEWASH,7.99,23887,Texas,40-49,F,MILK
24319,7/10/23,CREAM,21.38,28648,Indiana,40-49,F,PACKAGED FOODS
20880,6/10/23,CREAM,21.38,24136,Georgia,40-49,F,PACKAGED FOODS
2451,7/25/23,CREAM,25.98,30855,Florida,20-29,F,CHIPS
27237,8/22/23,FACEWASH,6.89,35000,Florida,20-29,M,CHIPS
1359,5/27/23,FACEWASH,8.49,21918,Indiana,40-49,F,MILK
25665,7/23/23,FACEWASH,9.74,30457,Florida,20-29,F,CHIPS
17202,5/10/23,CREAM,22.38,19488,Indiana,40-49,F,PACKAGED FOODS
30337,9/3/23,FACEWASH,11.18,36756,New Jersey,30-39,F,BODY WASH
13092,5/4/23,FACEWASH,7.75,18497,Florida,20-29,F,CHIPS
30679,9/6/23,FACEWASH,27.96,37201,New Jersey,30-39,F,BODY WASH
30986,9/8/23,CREAM,24.99,37618,New Jersey,30-39,F,BODY WASH
32221,9/19/23,CREAM,23.39,39299,New Jersey,30-39,F,CONDITIONER
21476,6/15/23,CREAM,21.98,24880,Indiana,40-49,F,FROZEN MEAL
18061,5/18/23,FACEWASH,7.99,20580,Indiana,40-49,F,MILK
18941,8/9/23,LOTION,26.55,33051,Florida,20-29,F,CHIPS
29736,8/28/23,CREAM,74.9,35952,New Jersey,20-29,F,BODY WASH
29300,8/24/23,CREAM,39.96,35354,New Jersey,30-39,F,BODY WASH
1475,5/25/23,FACEWASH,16.18,21603,Florida,20-29,F,CHIPS
26038,7/26/23,LOTION,16.99,30984,Florida,20-29,F,CHIPS
7268,8/31/23,LOTION,17.98,36372,Florida,20-29,F,CHIPS
12877,4/5/23,LOTION,17.09,14179,Florida,20-29,F,CHIPS
23365,7/2/23,LOTION,17.29,27377,Indiana,40-49,F,MILK
27365,8/30/23,LOTION,15.99,36249,Florida,20-29,F,CHIPS
1647,1/12/23,FACEWASH,8.39,1676,Florida,20-29,F,CHIPS
30095,8/31/23,CREAM,23.97,36434,New Jersey,30-39,F,BODY WASH
32895,9/26/23,FACEWASH,7.29,40246,Florida,20-29,F,CHIPS
25307,7/19/23,CREAM,23.95,29971,Florida,20-29,F,CHIPS
23667,7/5/23,FACEWASH,8.49,27765,Florida,20-29,F,CHIPS
31960,9/17/23,LOTION,15.99,38942,Florida,20-29,F,CHIPS
5915,6/29/23,LOTION,21.58,26913,New Jersey,30-39,F,BODY WASH
22365,6/23/23,CREAM,28.38,26063,Florida,20-29,F,CHIPS
23364,7/2/23,LOTION,17.29,27376,Indiana,40-49,F,MILK
1193,8/25/23,FACEWASH,8.49,35416,New Jersey,30-39,F,BODY WASH
18063,7/30/23,FACEWASH,8.99,31516,Florida,20-29,F,CHIPS
30425,9/3/23,CREAM,25.39,36866,New Jersey,30-39,F,BODY WASH
27616,8/9/23,CREAM,24.87,33112,Florida,20-29,F,CHIPS
27119,8/5/23,FACEWASH,7.99,32441,Florida,20-29,F,CHIPS
28619,8/18/23,LOTION,17.7,34432,Florida,20-29,F,CHIPS
5272,2/6/23,CREAM,42.28,5502,Texas,40-49,F,CANDY
4098,8/5/23,FACEWASH,14.98,32406,New Jersey,30-39,F,BODY WASH
20169,6/4/23,CREAM,21.14,23240,Indiana,40-49,F,PACKAGED FOODS
27789,8/11/23,FACEWASH,7.99,33329,Florida,20-29,F,CHIPS
23038,6/29/23,LOTION,16.99,26936,Indiana,40-49,F,MILK
28567,8/18/23,FACEWASH,24.35,34352,Florida,20-29,F,CHIPS
31238,9/23/23,FACEWASH,34.47,39751,New Jersey,30-39,F,BODY WASH
598,9/16/23,FACEWASH,13.26,38709,New Jersey,30-39,F,BODY WASH
27649,8/9/23,CREAM,21.99,33150,Florida,20-29,F,CHIPS
17330,5/12/23,FACEWASH,14.67,19655,Florida,20-29,F,CHIPS
4943,6/2/23,FACEWASH,8.89,22819,Indiana,40-49,F,MILK
26394,7/29/23,CREAM,25.98,31458,Florida,20-29,F,CHIPS
11214,9/7/23,LOTION,15.99,37437,Florida,20-29,F,CHIPS
23915,7/7/23,LOTION,27.06,28101,Florida,20-29,F,CHIPS
29286,8/24/23,LOTION,14.99,35338,Florida,20-29,F,CHIPS
29647,8/27/23,CREAM,21.38,35834,Florida,20-29,F,CHIPS
23849,7/6/23,LOTION,14.99,28000,Indiana,40-49,F,PACKAGED FOODS
21093,6/12/23,CREAM,33.4,24411,Florida,20-29,F,CLEANERS
29994,8/31/23,FACEWASH,10.19,36303,New Jersey,30-39,F,BODY WASH
28466,8/17/23,FACEWASH,7.99,34231,Florida,20-29,F,CHIPS
22177,6/22/23,FACEWASH,10.54,25811,Florida,20-29,F,CHIPS
18302,9/1/23,FACEWASH,6.81,36500,New Jersey,30-39,M,BODY WASH
1584,3/25/23,FACEWASH,16.98,12456,New Jersey,30-39,F,BODY WASH
22686,6/26/23,LOTION,17.9,26479,Indiana,40-49,F,MILK
26753,9/3/23,CREAM,26.62,36863,New Jersey,30-39,F,SHAMPOO
23495,7/3/23,CREAM,38.58,27552,New Jersey,30-39,F,BODY WASH
28268,8/15/23,LOTION,17.98,33972,Florida,20-29,F,CHIPS
15980,6/3/23,CREAM,24.76,23072,Indiana,40-49,F,MILK
12990,8/4/23,LOTION,17.1,32335,Florida,20-29,F,CHIPS
416,1/3/23,CREAM,23.38,420,Florida,20-29,F,CHIPS
33331,9/30/23,FACEWASH,7.49,40843,Florida,20-29,F,CHIPS
33257,9/29/23,LOTION,17.48,40747,New Jersey,30-39,F,BODY WASH
9375,9/27/23,FACEWASH,8.49,40378,New Jersey,30-39,F,BODY WASH
30559,9/4/23,CREAM,21.59,37037,Florida,20-29,F,CHIPS
29723,8/28/23,LOTION,15.99,35938,Florida,20-29,F,CHIPS
198,2/18/23,LOTION,37.45,7253,New York,30-39,F,CONDITIONER
29522,8/26/23,CREAM,35.94,35658,New Jersey,30-39,F,BODY WASH
29252,8/24/23,FACEWASH,7.99,35293,New Jersey,30-39,F,BODY WASH
9299,3/8/23,LOTION,17.99,9987,New Jersey,30-39,F,TEETH WHITENING
2444,1/17/23,CREAM,31.96,2503,New Jersey,30-39,F,TOOTHPASTE
29561,8/27/23,FACEWASH,9.99,35706,New Jersey,30-39,F,BODY WASH
9760,8/26/23,FACEWASH,15.98,35553,Florida,20-29,F,CHIPS
3790,8/11/23,FACEWASH,8.49,33328,New Jersey,30-39,F,BODY WASH
2449,1/17/23,CREAM,30.47,2508,New Jersey,30-39,F,TOOTHPASTE
32395,9/21/23,LOTION,14.99,39545,Florida,20-29,F,CHIPS
21810,6/18/23,CREAM,22.98,25329,Texas,40-49,F,PACKAGED FOODS
25885,7/25/23,FACEWASH,9.49,30762,Florida,20-29,F,CHIPS
28867,8/20/23,CREAM,21.38,34781,Florida,20-29,F,CHIPS
22687,6/26/23,LOTION,17.9,26480,Indiana,40-49,F,MILK
15996,7/30/23,CREAM,22.38,31622,Indiana,40-49,F,MILK
24034,7/8/23,LOTION,17.99,28265,Indiana,40-49,F,MILK
31893,9/16/23,CREAM,22.38,38850,Florida,20-29,F,CHIPS
28996,8/21/23,CREAM,21.14,34950,Florida,20-29,F,CHIPS
32741,9/24/23,CREAM,24.99,40019,New Jersey,30-39,F,BODY WASH
27269,8/6/23,LOTION,16.17,32648,Florida,20-29,F,CHIPS
8302,3/1/23,FACEWASH,23.56,8852,Florida,20-29,F,CHIPS
7328,7/22/23,CREAM,20.67,30442,Indiana,40-49,M,MILK
6593,3/2/23,LOTION,43.45,9052,Florida,20-29,F,CHIPS
20357,6/6/23,LOTION,18.78,23474,Florida,20-29,F,CHIPS
13207,7/15/23,FACEWASH,7.99,29277,Florida,20-29,F,CHIPS
12849,5/2/23,FACEWASH,7.99,18186,Florida,20-29,F,CHIPS
26441,7/30/23,FACEWASH,8.49,31530,Florida,20-29,F,CHIPS
21602,6/17/23,FACEWASH,27.98,25051,Florida,20-29,F,CHIPS
9381,6/12/23,FACEWASH,7.99,24338,Indiana,40-49,F,MILK
32652,9/23/23,CREAM,23.39,39898,New Jersey,30-39,F,CONDITIONER
4061,1/29/23,FACEWASH,15.98,4205,Indiana,40-49,F,MILK
16894,5/8/23,FACEWASH,8.29,19091,Indiana,40-49,F,MILK
16635,8/7/23,FACEWASH,8.15,32725,Indiana,40-49,F,MILK
32671,9/24/23,FACEWASH,8.99,39925,New Jersey,30-39,F,BODY WASH
22862,6/28/23,FACEWASH,10.99,26708,Florida,20-29,F,CHIPS
24120,8/25/23,FACEWASH,9.99,35405,Florida,20-29,F,CHIPS
22197,6/22/23,FACEWASH,6.89,25848,Indiana,40-49,M,MILK
26791,8/2/23,FACEWASH,7.99,31995,Florida,20-29,F,CHIPS
22429,6/24/23,CREAM,22.98,26233,Texas,40-49,F,PACKAGED FOODS
24816,7/15/23,FACEWASH,6.89,29296,Florida,20-29,M,CHIPS
5343,2/7/23,FACEWASH,8.49,5579,Indiana,40-49,F,MILK
14488,4/18/23,CREAM,30.47,16158,Indiana,40-49,F,MILK
13185,4/8/23,FACEWASH,9.49,14559,New Jersey,30-39,F,BODY WASH
28621,8/18/23,LOTION,17.49,34434,Florida,20-29,F,CHIPS
4081,8/6/23,FACEWASH,8.49,32585,New Jersey,30-39,F,BODY WASH
19176,8/6/23,LOTION,17.1,32644,Indiana,40-49,F,MILK
5757,5/26/23,FACEWASH,7.99,21789,Florida,20-29,F,CHIPS
23305,7/1/23,CREAM,21.38,27294,Indiana,40-49,F,MILK
20625,6/8/23,CREAM,25.38,23817,Florida,20-29,F,CHIPS
31827,9/16/23,LOTION,17.99,38772,New Jersey,30-39,F,SHAMPOO
25599,7/22/23,LOTION,16.09,30376,Florida,20-29,F,CHIPS
23759,7/5/23,CREAM,23.96,27875,Indiana,40-49,F,MILK
26432,7/30/23,FACEWASH,8.99,31517,Florida,20-29,F,CHIPS
26229,7/28/23,LOTION,22.98,31251,Florida,20-29,F,CHIPS
28249,8/15/23,FACEWASH,6.63,33950,Florida,20-29,M,CHIPS
20648,6/8/23,CREAM,21.14,23843,Georgia,40-49,F,PACKAGED FOODS
32126,9/19/23,FACEWASH,8.49,39173,New Jersey,30-39,F,BODY WASH
23257,7/1/23,LOTION,17.1,27235,Indiana,40-49,F,MILK
25986,7/26/23,FACEWASH,10.38,30908,Florida,20-29,F,CHIPS
151,8/3/23,FACEWASH,10.38,32111,Florida,20-29,F,CHIPS
27293,8/6/23,CREAM,24.87,32679,Florida,20-29,F,CHIPS
27173,8/5/23,CREAM,26.55,32508,Florida,20-29,F,CHIPS
32610,9/23/23,LOTION,14.66,39847,Florida,20-29,F,CHIPS
25185,7/18/23,CREAM,41.94,29803,Florida,20-29,F,CHIPS
23924,7/7/23,LOTION,19.9,28111,Florida,20-29,F,CHIPS
24492,7/12/23,LOTION,17.26,28872,Florida,20-29,F,CHIPS
9481,3/31/23,CREAM,23.0,13475,New Jersey,30-39,F,BODY WASH
180,2/5/23,FACEWASH,9.49,5267,Florida,20-29,F,CHIPS
27851,8/11/23,CREAM,25.98,33413,Florida,20-29,F,CHIPS
30974,9/8/23,CREAM,105.7,37601,New Jersey,30-39,F,BODY WASH
24855,7/15/23,LOTION,15.69,29347,Florida,20-29,F,CHIPS
25506,7/21/23,LOTION,14.18,30246,Florida,20-29,F,CHIPS
31700,9/15/23,LOTION,25.38,38608,New Jersey,30-39,F,BODY WASH
8625,5/25/23,LOTION,19.99,21666,Florida,20-29,F,CHIPS
29825,8/29/23,LOTION,17.1,36077,New Jersey,30-39,F,BODY WASH
7943,2/26/23,FACEWASH,7.99,8450,New Jersey,30-39,F,BODY WASH
7767,5/21/23,FACEWASH,23.25,21002,New Jersey,30-39,F,BODY WASH
12882,4/5/23,LOTION,16.38,14184,Florida,20-29,F,CHIPS
32759,9/24/23,CREAM,24.87,40040,New Jersey,30-39,F,CONDITIONER
4081,4/28/23,FACEWASH,8.49,17574,New Jersey,30-39,F,BODY WASH
26662,8/1/23,FACEWASH,8.49,31822,Florida,20-29,F,CHIPS
32191,9/19/23,CREAM,31.96,39265,New Jersey,30-39,F,BODY WASH
1075,9/24/23,FACEWASH,8.49,39940,New Jersey,30-39,F,BODY WASH
19190,5/27/23,CREAM,29.96,22007,Florida,20-29,F,CHIPS
7815,8/26/23,CREAM,37.3,35654,New Jersey,30-39,F,BODY WASH
26391,7/29/23,CREAM,29.98,31455,Florida,20-29,F,CHIPS
12692,4/4/23,FACEWASH,29.96,13951,New Jersey,30-39,F,TEETH WHITENING
29293,8/24/23,LOTION,14.49,35345,Florida,20-29,F,CHIPS
12493,4/2/23,LOTION,17.09,13721,Florida,20-29,F,CHIPS
26824,8/2/23,LOTION,14.97,32040,Florida,20-29,F,CHIPS
20385,6/6/23,CREAM,27.56,23506,Florida,20-29,F,CHIPS
9383,7/17/23,FACEWASH,7.99,29586,Indiana,40-49,F,MILK
28846,8/20/23,CREAM,32.78,34757,Florida,20-29,F,CHIPS
23278,7/6/23,LOTION,19.99,27960,Florida,20-29,F,CHIPS
13313,9/30/23,FACEWASH,17.38,40802,New Jersey,30-39,F,BODY WASH
25449,7/21/23,FACEWASH,8.49,30175,Florida,20-29,F,CHIPS
26070,7/26/23,CREAM,25.39,31021,New Jersey,30-39,F,CONDITIONER
22301,8/20/23,FACEWASH,8.09,34692,Florida,20-29,F,CHIPS
23586,7/4/23,LOTION,19.09,27663,Florida,20-29,F,CHIPS
15035,4/23/23,FACEWASH,9.19,16823,Georgia,40-49,F,PACKAGED FOODS
4943,2/4/23,FACEWASH,7.97,5147,Indiana,40-49,F,MILK
18686,6/23/23,LOTION,17.7,26040,New Jersey,30-39,F,BODY WASH
20509,7/17/23,CREAM,42.76,29651,Florida,20-29,F,CHIPS
23937,7/7/23,CREAM,21.38,28200,Indiana,40-49,F,PACKAGED FOODS
11080,3/22/23,FACEWASH,7.62,12049,Florida,20-29,F,CHIPS
8606,5/12/23,FACEWASH,7.09,19694,Georgia,40-49,F,MILK
32203,9/19/23,CREAM,24.87,39279,New Jersey,30-39,F,TEETH WHITENING
26203,7/28/23,FACEWASH,16.98,31203,Florida,20-29,F,CHIPS
23837,7/6/23,LOTION,15.99,27987,Georgia,40-49,F,CANDY
24138,7/9/23,FACEWASH,7.49,28400,Indiana,40-49,F,MILK
24111,7/9/23,FACEWASH,12.12,28354,Florida,20-29,F,CHIPS
1908,9/28/23,CREAM,23.16,40631,New Jersey,30-39,F,BODY WASH
26526,7/30/23,CREAM,21.14,31641,Florida,20-29,F,CHIPS
349,7/23/23,LOTION,20.97,30507,Florida,20-29,F,CHIPS
21579,6/16/23,CREAM,22.99,25027,Indiana,40-49,F,PACKAGED FOODS
28317,8/15/23,CREAM,21.38,34032,Florida,20-29,F,CHIPS
16963,9/10/23,CREAM,31.88,37907,New Jersey,30-39,F,TOOTHPASTE
2367,7/20/23,FACEWASH,7.99,30035,Florida,20-29,F,CHIPS
622,8/3/23,FACEWASH,8.49,32132,Florida,20-29,F,CHIPS
10576,7/31/23,CREAM,22.38,31785,Florida,20-29,F,CHIPS
22513,6/25/23,CREAM,24.95,26371,Indiana,40-49,F,MILK
16075,7/3/23,LOTION,15.99,27543,Georgia,40-49,F,CANDY
1558,1/11/23,LOTION,19.17,1585,New Jersey,30-39,F,BODY WASH
23843,7/6/23,LOTION,15.99,27993,Georgia,40-49,F,FROZEN MEAL
7242,4/17/23,FACEWASH,8.49,15924,New Jersey,30-39,F,BODY WASH
26327,7/29/23,FACEWASH,8.49,31374,Florida,20-29,F,CHIPS
31885,9/16/23,CREAM,23.39,38839,New Jersey,30-39,F,SHAMPOO
31314,9/11/23,CREAM,26.97,38068,New Jersey,30-39,F,BODY WASH
15032,4/23/23,FACEWASH,9.49,16818,New Jersey,30-39,F,BODY WASH
19585,7/11/23,CREAM,22.38,28780,Georgia,40-49,F,MILK
29532,8/26/23,CREAM,24.38,35670,New Jersey,30-39,F,CONDITIONER
3870,5/29/23,CREAM,72.73,22301,New Jersey,20-29,F,BODY WASH
30432,9/3/23,CREAM,24.87,36873,New Jersey,30-39,F,SHAMPOO
20416,6/6/23,CREAM,21.14,23542,Texas,40-49,F,PACKAGED FOODS
20599,6/8/23,LOTION,17.1,23786,Indiana,40-49,F,MILK
20577,6/8/23,LOTION,19.5,23764,Florida,20-29,F,CHIPS
23949,7/7/23,LOTION,14.99,28141,Indiana,40-49,F,PACKAGED FOODS
20290,6/5/23,CREAM,22.98,23383,Texas,40-49,F,PACKAGED FOODS
7088,8/17/23,FACEWASH,17.67,34203,Florida,20-29,F,CHIPS
16053,5/1/23,LOTION,19.18,18066,Florida,20-29,F,CHIPS
22207,6/22/23,LOTION,22.12,25862,Florida,20-29,F,CHIPS
10884,3/20/23,CREAM,30.47,11812,New Jersey,30-39,F,TOOTHPASTE
33222,9/29/23,LOTION,19.99,40707,New Jersey,30-39,F,BODY WASH
28759,8/19/23,CREAM,23.88,34625,Florida,20-29,F,CHIPS
20543,6/8/23,FACEWASH,9.29,23718,Florida,20-29,F,CHIPS
32286,9/20/23,LOTION,15.92,39396,Florida,20-29,F,CHIPS
25138,7/18/23,FACEWASH,8.09,29739,Florida,20-29,F,CHIPS
22954,6/28/23,CREAM,25.39,26824,Florida,20-29,F,CHIPS
30691,9/6/23,FACEWASH,8.49,37220,New Jersey,30-39,F,BODY WASH
26178,7/27/23,CREAM,25.98,31167,Florida,20-29,F,CHIPS
5368,7/13/23,LOTION,19.96,29009,Florida,20-29,F,CHIPS
29544,8/26/23,CREAM,21.98,35684,Florida,20-29,F,CHIPS
13193,4/8/23,FACEWASH,8.09,14576,Florida,20-29,F,CHIPS
23629,7/4/23,CREAM,23.07,27718,Indiana,40-49,F,MILK
6819,8/12/23,FACEWASH,19.17,33451,New Jersey,30-39,F,CONDITIONER
32457,9/22/23,FACEWASH,7.99,39631,New Jersey,30-39,F,BODY WASH
1638,8/5/23,FACEWASH,8.99,32427,New Jersey,30-39,F,BODY WASH
28471,8/17/23,FACEWASH,7.69,34238,Florida,20-29,F,CHIPS
32480,9/22/23,LOTION,16.99,39673,New Jersey,30-39,F,BODY WASH
2057,2/8/23,FACEWASH,9.49,5714,Indiana,40-49,F,MILK
21842,6/19/23,FACEWASH,8.79,25370,Florida,20-29,F,CHIPS
22103,6/21/23,LOTION,19.09,25720,Florida,20-29,F,CHIPS
33027,9/27/23,LOTION,17.48,40430,New Jersey,30-39,F,BODY WASH
22963,6/28/23,CREAM,23.97,26834,Indiana,40-49,F,MILK
30159,9/1/23,LOTION,17.7,36518,New Jersey,30-39,F,BODY WASH
2204,8/26/23,CREAM,23.98,35671,New Jersey,30-39,F,BODY WASH
26230,7/28/23,LOTION,20.98,31252,Florida,20-29,F,CHIPS
25106,7/17/23,CREAM,21.98,29682,Florida,20-29,F,CHIPS
20110,8/16/23,LOTION,19.09,34108,New Jersey,30-39,F,TOOTHPASTE
25700,7/23/23,LOTION,18.37,30517,Florida,20-29,F,CHIPS
21967,6/20/23,FACEWASH,7.59,25541,Indiana,40-49,F,MILK
32801,9/25/23,LOTION,24.89,40107,New Jersey,30-39,F,BODY WASH
25831,7/24/23,LOTION,15.98,30690,Florida,20-29,F,CHIPS
20502,6/7/23,CREAM,34.92,23662,Florida,20-29,F,LAUNDRY DETERGENT
30167,9/1/23,LOTION,17.26,36527,New Jersey,30-39,F,BODY WASH
28993,8/21/23,CREAM,21.14,34947,Florida,20-29,F,CHIPS
28958,8/21/23,CREAM,55.0,34904,New York,30-39,F,SHAMPOO
